Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT911565,SRR12228751,2020-08-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/14/2020,SAMN15543581,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN66-MDH66/2020, complete genome"
MT911566,SRR12228750,2020-08-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/14/2020,SAMN15543582,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN67-MDH67/2020, complete genome"
MT911567,SRR12228749,2020-08-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/14/2020,SAMN15543583,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN68-MDH68/2020, complete genome"
MT911568,SRR12228748,2020-08-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29783,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/14/2020,SAMN15543584,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN69-MDH69/2020, complete genome"
MT897459,,2020-08-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,4/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1364/2020, complete genome"
MT897460,,2020-08-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29846,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1454/2020, complete genome"
MT897463,,2020-08-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1457/2020, complete genome"
MT897466,,2020-08-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1460/2020, complete genome"
MT892963,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,4/29/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1397/2020, complete genome"
MT892964,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,4/30/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1398/2020, complete genome"
MT892965,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29859,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,5/6/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1399/2020, complete genome"
MT892967,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1401/2020, complete genome"
MT892968,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29817,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1402/2020, complete genome"
MT892969,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29822,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1403/2020, complete genome"
MT892970,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29819,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1404/2020, complete genome"
MT892971,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1405/2020, complete genome"
MT892973,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1407/2020, complete genome"
MT892975,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,6/29/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1409/2020, complete genome"
MT892984,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/16/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1418/2020, complete genome"
MT892985,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29844,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1419/2020, complete genome"
MT892986,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1420/2020, complete genome"
MT892987,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29845,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1421/2020, complete genome"
MT892988,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1422/2020, complete genome"
MT892989,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1423/2020, complete genome"
MT892990,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29823,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1424/2020, complete genome"
MT892991,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1425/2020, complete genome"
MT892992,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29855,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1426/2020, complete genome"
MT892993,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1427/2020, complete genome"
MT892994,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1428/2020, complete genome"
MT892995,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29823,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1429/2020, complete genome"
MT892996,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29830,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1430/2020, complete genome"
MT892997,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29855,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1431/2020, complete genome"
MT892998,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/27/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1432/2020, complete genome"
MT893000,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1434/2020, complete genome"
MT893001,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29824,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1435/2020, complete genome"
MT893002,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29851,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1436/2020, complete genome"
MT893003,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29844,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1437/2020, complete genome"
MT893004,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1438/2020, complete genome"
MT893005,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1439/2020, complete genome"
MT893006,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29852,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1440/2020, complete genome"
MT893007,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29824,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1441/2020, complete genome"
MT893008,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1442/2020, complete genome"
MT893009,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1443/2020, complete genome"
MT893010,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1444/2020, complete genome"
MT893011,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1445/2020, complete genome"
MT893012,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/27/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1446/2020, complete genome"
MT893013,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29837,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1447/2020, complete genome"
MT893014,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1448/2020, complete genome"
MT893015,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1449/2020, complete genome"
MT893016,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29824,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1450/2020, complete genome"
MT893017,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1451/2020, complete genome"
MT893018,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29859,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1452/2020, complete genome"
MT893019,,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: Minnesota,MN,Homo sapiens,oronasopharynx,3/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1453/2020, complete genome"
MT886301,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/13/2020,SAMN15623933,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0014/2020, complete genome"
MT886302,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/15/2020,SAMN15623934,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0015/2020, complete genome"
MT886303,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29742,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/14/2020,SAMN15623935,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0016/2020, complete genome"
MT886304,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/14/2020,SAMN15623936,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0017/2020, complete genome"
MT886308,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29741,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/13/2020,SAMN15623941,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0022/2020, complete genome"
MT886309,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29742,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/13/2020,SAMN15623942,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0023/2020, complete genome"
MT886318,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/17/2020,SAMN15623951,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0032/2020, complete genome"
MT886321,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623954,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0035/2020, complete genome"
MT886322,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29689,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623955,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0036/2020, complete genome"
MT886323,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29737,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623956,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0037/2020, complete genome"
MT886324,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29726,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623957,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0038/2020, complete genome"
MT886325,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29744,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623958,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0039/2020, complete genome"
MT886326,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29689,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/15/2020,SAMN15623959,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0040/2020, complete genome"
MT886327,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623960,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0041/2020, complete genome"
MT886328,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/15/2020,SAMN15623961,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0042/2020, complete genome"
MT886330,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/16/2020,SAMN15623963,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0044/2020, complete genome"
MT886332,,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,GenBank,complete,,,"Matluk,N., Dewey,H., Barter,M., Lynch,R., Munger,H., Tewhey,R.",,USA: Maine,ME,Homo sapiens,oronasopharynx,3/18/2020,SAMN15623966,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-HETL-J0047/2020, complete genome"
